country,Left Score,Right Score,Score,Pref
US,35,36,67,Right
US,46,27,47,Left
US,24,39,81,Right
US,43,34,57,None
CA,32,33,67,Right
PH,34,27,59,None
PH,28,28,66,Right
PH,44,33,55,Left
PH,42,36,60,None
US,25,31,72,Right
AU,38,41,69,Right
MU,29,27,64,None
US,49,19,36,Left
GR,31,37,72,Right
US,24,37,79,Right
US,33,33,66,Right
US,36,27,57,None
US,25,27,68,Right
GB,33,32,65,Right
AU,36,31,61,None
NL,5,0,61,None
AU,29,31,68,Right
LK,36,28,58,None
PH,39,35,62,None
AU,31,30,65,Right
US,19,37,84,Right
US,36,32,62,None
IN,33,23,56,None
US,24,29,71,Right
IN,42,22,46,Left
ID,38,24,52,Left
ID,32,32,66,Right
LK,22,32,76,Right
GB,39,23,50,Left
AU,37,29,58,None
US,45,25,46,Left
GB,42,27,51,Left
GB,19,43,90,Right
US,34,27,59,None
CA,22,36,80,Right
ID,38,35,63,None
ZA,33,35,68,Right
US,25,36,77,Right
IN,25,34,75,Right
PH,42,30,54,Left
US,22,36,80,Right
US,39,25,52,Left
FR,36,27,57,None
US,28,30,68,Right
IR,42,25,49,Left
IR,40,29,55,Left
PH,35,30,61,None
PH,33,39,72,Right
CA,23,30,73,Right
US,37,30,59,None
US,20,34,80,Right
US,31,24,59,None
BD,26,24,64,None
PK,36,38,68,Right
CA,32,31,65,Right
US,34,25,57,None
US,31,33,68,Right
GB,37,33,62,None
US,20,38,84,Right
US,35,33,64,None
US,24,28,70,Right
US,38,34,62,None
US,40,36,62,None
US,28,41,79,Right
NO,45,30,51,Left
US,32,35,69,Right
US,38,37,65,Right
US,21,33,78,Right
US,36,35,65,Right
US,36,34,64,None
US,26,35,75,Right
US,35,31,62,None
KR,27,21,60,None
US,38,30,58,None
US,30,29,65,Right
US,31,30,65,Right
US,24,42,84,Right
US,30,30,66,Right
US,28,39,77,Right
US,33,33,66,Right
US,41,29,54,Left
US,31,36,71,Right
US,30,25,61,None
US,24,31,73,Right
US,32,38,72,Right
US,32,34,68,Right
US,33,39,72,Right
US,23,34,77,Right
US,34,28,60,None
US,37,32,61,None
US,37,25,54,Left
US,25,20,61,None
CA,30,33,69,Right
AE,42,30,54,Left
US,33,30,63,None
US,39,28,55,Left
AE,33,29,62,None
US,35,32,63,None
CA,31,28,63,None
CA,44,33,55,Left
US,35,30,61,None
CA,42,35,59,None
US,52,20,34,Left
AE,33,30,63,None
CA,47,18,37,Left
CA,49,26,43,Left
US,46,30,50,Left
GB,21,34,79,Right
ZA,35,33,64,None
GR,35,23,54,Left
GB,29,31,68,Right
GB,45,24,45,Left
AU,33,25,58,None
US,26,27,67,Right
IN,31,35,70,Right
US,31,40,75,Right
ID,45,34,55,Left
US,20,31,77,Right
US,38,34,62,None
IN,28,29,67,Right
US,43,34,57,None
MY,45,32,53,Left
ZA,35,28,59,None
MY,48,25,43,Left
US,33,29,62,None
US,29,30,67,Right
US,39,25,52,Left
US,38,34,62,None
US,26,34,74,Right
US,42,26,50,Left
US,20,31,77,Right
US,40,38,64,None
PH,33,28,61,None
US,39,28,55,Left
US,32,27,61,None
US,42,29,53,Left
US,33,29,62,None
US,43,29,52,Left
US,33,32,65,Right
US,41,26,51,Left
US,30,30,66,Right
US,29,27,64,None
US,36,30,60,None
US,33,24,57,None
US,36,33,63,None
US,37,24,53,Left
US,33,24,57,None
US,33,38,71,Right
US,24,34,76,Right
JP,44,37,59,None
VN,30,36,72,Right
US,41,24,49,Left
US,27,24,63,None
CA,46,23,43,Left
IN,43,24,47,Left
US,40,29,55,Left
BA,40,21,47,Left
US,37,33,62,None
US,30,28,64,None
MY,37,23,52,Left
US,14,15,67,Right
RO,42,31,55,Left
US,28,33,71,Right
US,29,40,77,Right
PT,32,22,56,None
US,36,34,64,None
US,38,34,62,None
CA,29,35,72,Right
US,36,23,53,Left
MY,40,30,56,None
US,36,33,63,None
US,32,36,70,Right
US,22,31,75,Right
US,51,35,50,Left
GB,39,25,52,Left
US,44,28,50,Left
CA,28,31,69,Right
US,38,26,54,Left
US,42,27,51,Left
US,31,34,69,Right
US,34,26,58,None
US,30,32,68,Right
US,41,23,48,Left
US,32,27,61,None
US,30,29,65,Right
AU,37,28,57,None
NI,35,41,72,Right
US,29,28,65,Right
US,38,24,52,Left
US,27,26,65,Right
US,36,38,68,Right
US,23,31,74,Right
CH,27,27,66,Right
US,34,25,57,None
US,54,14,26,Left
US,31,37,72,Right
US,36,35,65,Right
US,30,35,71,Right
NZ,36,24,54,Left
US,23,36,79,Right
US,30,27,63,None
US,31,32,67,Right
US,24,36,78,Right
JP,48,21,39,Left
US,32,23,57,None
US,34,26,58,None
US,28,29,67,Right
CA,39,35,62,None
US,23,36,79,Right
US,43,33,56,None
CA,36,33,63,None
PH,45,41,62,None
CA,40,24,50,Left
US,25,34,75,Right
NZ,33,35,68,Right
AU,30,33,69,Right
CA,34,32,64,None
US,39,38,65,Right
IN,34,29,61,None
CA,31,31,66,Right
US,22,37,81,Right
CA,39,22,49,Left
US,37,32,61,None
ZA,38,29,57,None
EU,31,33,68,Right
KZ,36,29,59,None
US,42,27,51,Left
ZA,24,32,74,Right
US,25,27,68,Right
US,41,16,41,Left
MY,31,33,68,Right
AU,24,31,73,Right
AP,29,35,72,Right
GB,22,33,77,Right
GB,32,31,65,Right
AU,34,29,61,None
A2,33,36,69,Right
HR,19,39,86,Right
AU,38,19,47,Left
TR,24,36,78,Right
US,31,38,73,Right
US,35,33,64,None
GB,26,38,78,Right
GB,36,30,60,None
US,20,32,78,Right
US,36,28,58,None
LK,35,23,54,Left
US,36,31,61,None
ZA,33,27,60,None
US,25,34,75,Right
SA,45,19,40,Left
US,28,33,71,Right
US,35,25,56,None
US,25,35,76,Right
GB,35,28,59,None
IN,41,27,52,Left
NL,26,38,78,Right
US,31,24,59,None
GB,22,32,76,Right
US,37,28,57,None
US,37,33,62,None
US,33,35,68,Right
GB,31,29,64,None
US,32,38,72,Right
US,37,29,58,None
GR,34,33,65,Right
GB,30,29,65,Right
US,40,28,54,Left
US,32,33,67,Right
US,25,35,76,Right
US,23,36,79,Right
US,26,32,72,Right
GB,21,31,76,Right
US,30,28,64,None
RO,34,30,62,None
US,31,34,69,Right
US,29,30,67,Right
CA,30,29,65,Right
US,33,36,69,Right
US,30,26,62,None
US,33,34,67,Right
ZA,39,19,46,Left
US,42,31,55,Left
IN,46,24,44,Left
US,27,39,78,Right
US,49,23,40,Left
US,25,34,75,Right
US,26,27,67,Right
RO,27,35,74,Right
GB,35,29,60,None
US,30,25,61,None
US,32,31,65,Right
US,34,33,65,Right
US,14,39,91,Right
US,22,38,82,Right
US,33,29,62,None
IN,45,29,50,Left
GB,37,25,54,Left
US,33,40,73,Right
US,31,37,72,Right
US,35,33,64,None
GB,26,29,69,Right
US,44,21,43,Left
CA,23,31,74,Right
PT,27,30,69,Right
EG,32,28,62,None
US,43,25,48,Left
US,33,22,55,Left
US,32,30,64,None
US,29,33,70,Right
US,31,30,65,Right
US,32,31,65,Right
US,27,27,66,Right
US,23,34,77,Right
US,27,27,66,Right
SG,37,33,62,None
SG,42,25,49,Left
US,38,29,57,None
AU,26,33,73,Right
US,35,21,52,Left
US,36,23,53,Left
US,17,29,78,Right
PR,41,28,53,Left
IN,45,26,47,Left
US,32,36,70,Right
US,35,30,61,None
US,29,29,66,Right
US,40,26,52,Left
PH,43,29,52,Left
US,32,37,71,Right
US,34,29,61,None
US,37,28,57,None
US,43,35,58,None
US,29,31,68,Right
CA,26,36,76,Right
US,31,29,64,None
US,33,27,60,None
IN,45,30,51,Left
AU,42,20,44,Left
US,35,25,56,None
US,37,24,53,Left
EU,34,25,57,None
US,26,37,77,Right
US,35,34,65,Right
IN,50,17,33,Left
US,31,34,69,Right
ZA,25,37,78,Right
US,38,28,56,None
US,43,37,60,None
ZA,31,31,66,Right
US,35,24,55,Left
IN,45,38,59,None
NL,32,35,69,Right
AU,23,36,79,Right
SA,44,31,53,Left
PH,22,38,82,Right
ZA,46,22,42,Left
PH,33,29,62,None
US,36,25,55,Left
IN,36,32,62,None
IN,45,37,58,None
IN,34,32,64,None
MA,43,25,48,Left
MA,43,23,46,Left
ID,26,38,78,Right
MY,36,30,60,None
IN,42,31,55,Left
US,40,26,52,Left
AU,39,34,61,None
BH,36,36,66,Right
US,31,26,61,None
PH,39,30,57,None
PH,38,33,61,None
US,42,34,58,None
US,28,40,78,Right
GB,37,23,52,Left
GB,51,39,54,Left
US,43,26,49,Left
US,28,35,73,Right
US,25,35,76,Right
US,53,20,33,Left
PH,34,39,71,Right
GB,45,27,48,Left
SG,28,35,73,Right
GB,37,24,53,Left
US,36,27,57,None
PH,32,37,71,Right
US,31,30,65,Right
US,22,33,77,Right
US,26,23,63,None
US,47,31,50,Left
GB,43,34,57,None
US,34,32,64,None
US,35,31,62,None
US,38,28,56,None
US,46,28,48,Left
US,47,28,47,Left
US,34,29,61,None
SG,21,30,75,Right
LB,42,23,47,Left
US,32,35,69,Right
LB,47,23,42,Left
US,23,35,78,Right
IL,38,22,50,Left
US,27,24,63,None
IN,27,34,73,Right
US,21,32,77,Right
MY,34,24,56,None
US,46,27,47,Left
US,29,28,65,Right
US,46,19,39,Left
US,24,31,73,Right
BG,43,24,47,Left
PH,34,29,61,None
IN,31,43,78,Right
US,40,24,50,Left
US,47,24,43,Left
GR,47,24,43,Left
US,36,30,60,None
ID,30,40,76,Right
US,19,37,84,Right
IN,49,37,54,Left
US,34,37,69,Right
US,31,21,56,None
FI,49,23,40,Left
US,32,31,65,Right
US,33,31,64,None
US,45,27,48,Left
PL,32,33,67,Right
US,51,20,35,Left
US,47,29,48,Left
GB,34,22,54,Left
US,34,31,63,None
US,42,28,52,Left
US,34,36,68,Right
JM,22,35,79,Right
GB,31,39,74,Right
US,40,24,50,Left
CA,36,23,53,Left
US,32,35,69,Right
US,32,38,72,Right
US,39,35,62,None
EG,31,34,69,Right
MY,33,25,58,None
US,40,39,65,Right
US,31,38,73,Right
GB,32,32,66,Right
US,25,32,73,Right
PH,37,30,59,None
US,37,34,63,None
US,39,33,60,None
US,30,33,69,Right
US,40,24,50,Left
US,40,26,52,Left
US,43,25,48,Left
US,35,35,66,Right
US,41,35,60,None
US,37,23,52,Left
CA,39,28,55,Left
DK,24,34,76,Right
US,30,32,68,Right
AU,38,39,67,Right
US,24,30,72,Right
US,30,37,73,Right
US,51,28,43,Left
CA,38,23,51,Left
US,32,26,60,None
US,34,30,62,None
US,22,42,86,Right
US,32,30,64,None
US,34,28,60,None
US,34,30,62,None
US,17,16,65,Right
US,29,37,74,Right
US,29,32,69,Right
US,33,34,67,Right
CA,25,25,66,Right
US,37,30,59,None
US,43,31,54,Left
CA,41,39,64,None
US,30,33,69,Right
US,24,25,67,Right
JM,43,29,52,Left
AU,27,29,68,Right
US,30,29,65,Right
US,33,30,63,None
US,35,29,60,None
IN,41,34,59,None
US,34,35,67,Right
US,31,35,70,Right
ZA,37,28,57,None
US,30,40,76,Right
IN,30,33,69,Right
US,27,37,76,Right
US,37,26,55,Left
MY,36,36,66,Right
US,34,28,60,None
US,25,40,81,Right
TR,37,29,58,None
TR,32,33,67,Right
US,48,17,35,Left
DK,37,35,64,None
ID,31,29,64,None
IN,33,32,65,Right
GR,35,22,53,Left
US,39,27,54,Left
IN,38,25,53,Left
IN,33,32,65,Right
GB,25,38,79,Right
ID,42,34,58,None
IN,41,31,56,None
MY,29,26,63,None
PH,33,37,70,Right
IN,39,30,57,None
AU,36,33,63,None
PH,34,31,63,None
NL,29,40,77,Right
HK,32,26,60,None
US,33,32,65,Right
GB,27,26,65,Right
GB,40,36,62,None
US,33,24,57,None
US,35,26,57,None
PH,29,36,73,Right
NA,33,33,66,Right
US,27,36,75,Right
US,48,18,36,Left
IE,33,31,64,None
US,31,32,67,Right
US,54,24,36,Left
IN,33,37,70,Right
MA,23,36,79,Right
US,24,29,71,Right
US,39,31,58,None
BH,34,38,70,Right
US,37,31,60,None
US,19,36,83,Right
MY,40,33,59,None
ZA,38,22,50,Left
GB,27,34,73,Right
US,39,37,64,None
IN,36,28,58,None
IN,37,34,63,None
US,35,21,52,Left
US,35,20,51,Left
US,33,33,66,Right
US,36,27,57,None
US,42,25,49,Left
IN,41,37,62,None
US,23,38,81,Right
HU,43,24,47,Left
NO,26,27,67,Right
IN,37,41,70,Right
US,35,34,65,Right
US,15,25,76,Right
US,41,32,57,None
GB,47,30,49,Left
US,17,39,88,Right
PH,28,34,72,Right
CA,26,32,72,Right
EG,41,34,59,None
GH,31,28,63,None
US,44,30,52,Left
US,19,33,80,Right
CA,33,30,63,None
CA,39,32,59,None
GB,42,29,53,Left
US,30,32,68,Right
US,29,31,68,Right
US,30,25,61,None
US,44,28,50,Left
CA,33,25,58,None
US,40,24,50,Left
AU,31,28,63,None
US,30,25,61,None
US,31,37,72,Right
CA,27,27,66,Right
US,39,24,51,Left
US,41,24,49,Left
US,30,32,68,Right
US,29,27,64,None
US,31,29,64,None
GB,22,32,76,Right
US,21,38,83,Right
US,43,30,53,Left
US,37,29,58,None
US,27,24,63,None
US,45,33,54,Left
US,29,32,69,Right
US,33,36,69,Right
US,36,31,61,None
CA,29,33,70,Right
US,36,27,57,None
PH,33,32,65,Right
US,34,26,58,None
US,28,28,66,Right
US,19,26,73,Right
US,38,30,58,None
PK,30,32,68,Right
ZA,39,29,56,None
US,17,40,89,Right
US,44,38,60,None
SG,37,37,66,Right
US,30,29,65,Right
US,33,31,64,None
MY,37,30,59,None
US,26,34,74,Right
US,33,35,68,Right
US,25,39,80,Right
RO,37,26,55,Left
AU,36,29,59,None
US,28,31,69,Right
US,25,34,75,Right
US,37,28,57,None
US,51,25,40,Left
PH,34,32,64,None
US,46,27,47,Left
US,24,19,61,None
US,31,34,69,Right
US,30,32,68,Right
PH,48,27,45,Left
US,24,29,71,Right
NL,36,31,61,None
IR,48,23,41,Left
AU,35,32,63,None
IN,38,34,62,None
US,35,25,56,None
IN,31,31,66,Right
NZ,30,26,62,None
IN,34,36,68,Right
IN,35,28,59,None
US,44,32,54,Left
IN,44,30,52,Left
US,47,26,45,Left
US,28,28,66,Right
ZA,38,27,55,Left
MY,42,31,55,Left
MY,33,29,62,None
IN,30,33,69,Right
ZA,35,31,62,None
IN,35,27,58,None
IN,28,31,69,Right
AU,41,27,52,Left
NL,37,22,51,Left
MY,29,38,75,Right
SG,27,29,68,Right
IN,31,30,65,Right
US,49,20,37,Left
US,32,25,59,None
US,21,30,75,Right
US,39,20,47,Left
US,48,15,33,Left
US,46,25,45,Left
US,38,29,57,None
US,31,27,62,None
US,39,28,55,Left
US,40,38,64,None
IN,33,23,56,None
IN,43,27,50,Left
MY,47,29,48,Left
US,43,29,52,Left
PH,39,28,55,Left
PH,44,23,45,Left
IE,42,34,58,None
GB,26,23,63,None
GB,17,35,84,Right
GB,33,38,71,Right
GB,34,17,49,Left
GB,52,20,34,Left
GB,15,24,75,Right
GB,10,14,70,Right
US,31,33,68,Right
US,36,39,69,Right
US,29,28,65,Right
US,21,41,86,Right
US,32,33,67,Right
JO,34,34,66,Right
CA,19,34,81,Right
US,18,38,86,Right
CA,30,32,68,Right
PH,35,39,70,Right
SE,28,29,67,Right
AU,30,40,76,Right
AU,40,31,57,None
US,31,29,64,None
AU,35,37,68,Right
US,28,36,74,Right
GB,31,38,73,Right
US,39,28,55,Left
US,22,36,80,Right
TR,46,28,48,Left
US,35,31,62,None
US,26,36,76,Right
US,29,28,65,Right
IN,51,25,40,Left
ID,33,29,62,None
US,42,24,48,Left
US,40,26,52,Left
US,40,20,46,Left
SA,34,40,72,Right
US,45,32,53,Left
US,39,43,70,Right
US,31,30,65,Right
US,36,28,58,None
US,38,29,57,None
US,37,31,60,None
HU,24,35,77,Right
US,31,29,64,None
US,37,30,59,None
US,44,24,46,Left
US,24,39,81,Right
IN,40,30,56,None
US,27,28,67,Right
US,45,21,42,Left
US,48,21,39,Left
US,24,36,78,Right
PK,31,29,64,None
US,37,25,54,Left
US,23,32,75,Right
US,34,27,59,None
US,31,20,55,Left
GB,35,22,53,Left
US,27,24,63,None
US,41,26,51,Left
US,41,29,54,Left
US,36,32,62,None
US,26,36,76,Right
US,31,37,72,Right
US,25,33,74,Right
US,27,30,69,Right
US,41,28,53,Left
US,38,33,61,None
US,55,25,36,Left
GB,30,31,67,Right
FR,35,30,61,None
US,12,27,81,Right
US,27,34,73,Right
US,20,31,77,Right
US,36,27,57,None
US,33,30,63,None
NG,41,23,48,Left
US,34,41,73,Right
US,36,39,69,Right
CA,39,18,45,Left
US,31,38,73,Right
US,25,35,76,Right
US,27,36,75,Right
US,31,35,70,Right
CA,42,34,58,None
NZ,35,21,52,Left
NZ,37,22,51,Left
ZA,41,34,59,None
US,36,26,56,None
US,38,22,50,Left
US,18,37,85,Right
US,32,29,63,None
BB,36,23,53,Left
US,41,39,64,None
US,16,41,91,Right
US,31,27,62,None
US,29,37,74,Right
PK,40,25,51,Left
MY,43,33,56,None
US,31,31,66,Right
US,46,27,47,Left
US,37,30,59,None
US,45,24,45,Left
US,37,37,66,Right
US,35,33,64,None
US,34,22,54,Left
MM,45,42,63,None
CA,24,32,74,Right
US,44,22,44,Left
IN,38,38,66,Right
AU,32,35,69,Right
US,37,28,57,None
US,23,29,72,Right
US,35,32,63,None
IN,23,44,87,Right
US,26,33,73,Right
CA,38,29,57,None
ID,36,29,59,None
US,37,33,62,None
SG,27,29,68,Right
US,27,23,62,None
AU,29,31,68,Right
US,35,27,58,None
CH,29,30,67,Right
US,50,27,43,Left
IN,26,34,74,Right
US,46,38,58,None
GB,46,28,48,Left
US,43,28,51,Left
PH,48,32,50,Left
US,25,34,75,Right
GB,42,21,45,Left
US,35,30,61,None
GB,34,28,60,None
US,37,36,65,Right
BR,34,36,68,Right
AU,32,25,59,None
US,24,33,75,Right
PH,33,23,56,None
US,42,34,58,None
IN,38,25,53,Left
US,23,34,77,Right
BG,26,31,71,Right
FR,36,38,68,Right
NG,34,31,63,None
US,3,4,67,Right
AP,23,23,66,Right
US,26,25,65,Right
FR,25,40,81,Right
DK,33,28,61,None
US,23,32,75,Right
AE,29,33,70,Right
HR,33,34,67,Right
KY,32,34,68,Right
GB,45,24,45,Left
US,53,21,34,Left
PH,37,27,56,None
CA,43,29,52,Left
PH,36,23,53,Left
GB,33,31,64,None
EG,41,30,55,Left
US,32,25,59,None
US,28,30,68,Right
US,27,32,71,Right
CA,30,29,65,Right
US,33,41,74,Right
US,36,25,55,Left
US,42,31,55,Left
AL,52,28,42,Left
IN,36,27,57,None
US,42,32,56,None
US,46,33,53,Left
PL,34,34,66,Right
GB,43,30,53,Left
FI,38,29,57,None
MY,31,28,63,None
US,43,23,46,Left
US,37,35,64,None
US,35,27,58,None
US,33,28,61,None
EG,33,39,72,Right
US,33,29,62,None
US,44,31,53,Left
GG,40,30,56,None
US,35,40,71,Right
US,42,32,56,None
US,34,33,65,Right
TR,23,25,68,Right
US,29,28,65,Right
US,37,34,63,None
US,29,30,67,Right
US,29,33,70,Right
CA,43,22,45,Left
US,27,35,74,Right
US,27,34,73,Right
GB,23,31,74,Right
US,28,31,69,Right
GB,37,32,61,None
US,41,31,56,None
US,30,30,66,Right
US,42,30,54,Left
US,26,34,74,Right
CA,33,31,64,None
US,42,33,57,None
MX,31,39,74,Right
US,21,31,76,Right
US,29,34,71,Right
CA,25,32,73,Right
US,50,30,46,Left
US,37,34,63,None
AU,31,33,68,Right
US,41,33,58,None
US,49,22,39,Left
US,43,29,52,Left
US,43,32,55,Left
IN,36,27,57,None
US,28,33,71,Right
OM,46,30,50,Left
US,29,26,63,None
AU,41,27,52,Left
PH,39,23,50,Left
AU,31,27,62,None
EG,33,30,63,None
US,30,31,67,Right
IR,27,30,69,Right
GB,28,37,75,Right
PH,31,21,56,None
AU,42,36,60,None
AU,30,28,64,None
PH,17,40,89,Right
IN,43,41,64,None
IE,27,33,72,Right
GB,28,27,65,Right
US,34,31,63,None
US,33,30,63,None
HR,36,24,54,Left
PH,21,33,78,Right
US,33,35,68,Right
PG,32,25,59,None
US,45,23,44,Left
US,38,27,55,Left
ID,36,34,64,None
IN,44,35,57,None
US,33,28,61,None
PK,26,40,80,Right
GB,48,24,42,Left
AP,40,35,61,None
KR,33,31,64,None
US,29,23,60,None
PH,27,23,62,None
US,44,25,47,Left
RO,29,37,74,Right
US,31,28,63,None
IN,39,33,60,None
US,29,39,76,Right
PT,41,28,53,Left
US,43,26,49,Left
ZA,34,30,62,None
US,33,32,65,Right
US,43,33,56,None
ZA,49,27,44,Left
US,40,27,53,Left
US,24,43,85,Right
US,33,38,71,Right
AT,30,39,75,Right
US,33,29,62,None
US,29,35,72,Right
GB,23,40,83,Right
US,30,26,62,None
NG,28,32,70,Right
PH,47,32,51,Left
GB,50,27,43,Left
GB,39,30,57,None
EU,49,24,41,Left
US,39,31,58,None
US,39,35,62,None
GB,18,30,78,Right
US,27,37,76,Right
US,37,26,55,Left
US,41,28,53,Left
EG,25,38,79,Right
GR,37,29,58,None
IN,36,29,59,None
US,41,33,58,None
US,24,31,73,Right
US,43,28,51,Left
US,24,33,75,Right
US,25,32,73,Right
US,31,27,62,None
US,43,24,47,Left
US,32,37,71,Right
US,39,19,46,Left
US,25,34,75,Right
MY,30,31,67,Right
US,32,37,71,Right
CA,41,28,53,Left
US,18,35,83,Right
US,50,24,40,Left
US,20,34,80,Right
US,24,33,75,Right
CA,38,30,58,None
US,49,31,48,Left
US,33,29,62,None
US,19,31,78,Right
SG,25,33,74,Right
US,26,32,72,Right
US,47,37,56,None
IN,35,19,50,Left
US,24,43,85,Right
CA,33,37,70,Right
US,21,34,79,Right
SG,32,24,58,None
US,30,36,72,Right
US,49,29,46,Left
US,33,27,60,None
IN,39,24,51,Left
US,30,36,72,Right
US,27,39,78,Right
LK,42,28,52,Left
ZA,25,30,71,Right
MM,33,15,48,Left
LV,39,32,59,None
AU,36,27,57,None
ID,43,24,47,Left
DE,45,21,42,Left
CH,20,33,79,Right
ID,30,32,68,Right
DE,30,32,68,Right
US,28,33,71,Right
US,28,35,73,Right
US,36,25,55,Left
SA,48,33,51,Left
US,39,27,54,Left
NL,28,29,67,Right
US,41,33,58,None
BR,30,25,61,None
US,45,21,42,Left
US,27,37,76,Right
US,26,32,72,Right
US,34,35,67,Right
US,38,21,49,Left
US,31,28,63,None
US,44,36,58,None
US,31,27,62,None
US,34,26,58,None
US,31,23,58,None
US,37,34,63,None
US,25,29,70,Right
US,38,26,54,Left
US,36,27,57,None
US,36,25,55,Left
US,30,31,67,Right
US,41,23,48,Left
IN,27,37,76,Right
LB,32,36,70,Right
US,41,25,50,Left
US,40,25,51,Left
US,44,22,44,Left
US,27,35,74,Right
MA,45,31,52,Left
US,40,24,50,Left
US,34,30,62,None
US,32,26,60,None
US,35,37,68,Right
ZA,33,29,62,None
SG,45,20,41,Left
GB,29,31,68,Right
US,9,0,57,None
US,24,34,76,Right
US,31,33,68,Right
US,39,33,60,None
US,39,31,58,None
US,34,29,61,None
US,39,31,58,None
US,34,27,59,None
US,23,34,77,Right
US,28,35,73,Right
US,26,25,65,Right
ZA,32,31,65,Right
DK,32,33,67,Right
CA,35,22,53,Left
US,27,26,65,Right
US,32,26,60,None
AP,30,34,70,Right
US,31,31,66,Right
US,40,29,55,Left
US,38,22,50,Left
US,35,28,59,None
US,35,32,63,None
US,33,28,61,None
US,38,32,60,None
US,32,39,73,Right
US,19,41,88,Right
US,28,41,79,Right
US,30,35,71,Right
US,22,32,76,Right
US,44,23,45,Left
US,31,27,62,None
US,33,33,66,Right
US,34,34,66,Right
JO,36,34,64,None
US,27,36,75,Right
US,29,31,68,Right
US,34,27,59,None
US,15,32,83,Right
US,41,23,48,Left
US,26,37,77,Right
US,30,28,64,None
US,38,27,55,Left
US,40,22,48,Left
US,24,38,80,Right
US,37,31,60,None
US,30,39,75,Right
US,36,35,65,Right
ID,28,36,74,Right
US,23,35,78,Right
US,40,24,50,Left
US,31,33,68,Right
US,30,26,62,None
US,40,25,51,Left
US,42,29,53,Left
US,35,30,61,None
US,46,26,46,Left
ZA,36,32,62,None
US,32,34,68,Right
US,37,32,61,None
US,48,23,41,Left
US,32,30,64,None
US,29,28,65,Right
US,24,30,72,Right
US,23,29,72,Right
US,33,32,65,Right
US,36,24,54,Left
US,34,27,59,None
US,37,27,56,None
US,29,29,66,Right
US,25,26,67,Right
US,40,31,57,None
US,47,25,44,Left
US,30,27,63,None
US,30,32,68,Right
US,45,31,52,Left
US,19,31,78,Right
US,31,32,67,Right
NZ,26,32,72,Right
TR,34,30,62,None
US,32,26,60,None
ZA,34,33,65,Right
NZ,29,31,68,Right
US,41,23,48,Left
US,22,40,84,Right
US,35,25,56,None
US,19,39,86,Right
CO,44,26,48,Left
US,39,35,62,None
CA,32,33,67,Right
US,30,35,71,Right
ZA,30,26,62,None
DE,29,29,66,Right
US,29,35,72,Right
CA,23,26,69,Right
US,34,15,47,Left
NZ,33,31,64,None
US,35,26,57,None
US,24,28,70,Right
US,29,38,75,Right
AU,39,28,55,Left
US,46,24,44,Left
AU,43,25,48,Left
US,31,39,74,Right
US,31,27,62,None
US,26,27,67,Right
US,29,28,65,Right
US,29,25,62,None
US,43,24,47,Left
US,38,33,61,None
US,36,33,63,None
AU,26,34,74,Right
US,31,35,70,Right
BG,27,33,72,Right
US,32,33,67,Right
US,34,40,72,Right
AU,30,31,67,Right
EU,35,32,63,None
AU,36,26,56,None
IN,53,31,44,Left
GB,26,26,66,Right
US,47,19,38,Left
IN,30,33,69,Right
US,33,37,70,Right
US,33,36,69,Right
ZA,23,39,82,Right
KR,20,30,76,Right
ZA,29,27,64,None
MY,30,29,65,Right
AU,23,33,76,Right
BD,32,25,59,None
SG,29,30,67,Right
IN,41,29,54,Left
US,36,34,64,None
ID,31,41,76,Right
AP,41,34,59,None
US,32,24,58,None
US,11,9,64,None
US,26,28,68,Right
AU,31,22,57,None
US,24,42,84,Right
GB,27,28,67,Right
ZW,36,29,59,None
US,35,27,58,None
US,25,32,73,Right
US,30,27,63,None
US,34,26,58,None
US,18,31,79,Right
PH,41,30,55,Left
GB,12,37,91,Right
US,34,26,58,None
BG,35,29,60,None
PH,39,31,58,None
